time,open,high,low,close,tick_volume,spread,real_volume
2026-04-23 04:30:00,1.1709,1.1712500000000001,1.1708,1.17116,817,1,0
2026-04-23 04:45:00,1.17116,1.17121,1.17078,1.1709,828,1,0
2026-04-23 05:00:00,1.1709,1.17105,1.17043,1.17044,886,1,0
2026-04-23 05:15:00,1.17042,1.17071,1.17032,1.17043,843,1,0
2026-04-23 05:30:00,1.17042,1.17065,1.17033,1.17045,781,1,0
2026-04-23 05:45:00,1.17046,1.17055,1.16958,1.16974,657,1,0
2026-04-23 06:00:00,1.16975,1.17016,1.16951,1.1696900000000001,855,1,0
2026-04-23 06:15:00,1.1696900000000001,1.16982,1.1696,1.16971,550,1,0
2026-04-23 06:30:00,1.1697,1.16991,1.16965,1.1696900000000001,447,1,0
2026-04-23 06:45:00,1.16968,1.16982,1.16949,1.16956,488,1,0
2026-04-23 07:00:00,1.16956,1.1698,1.16952,1.16977,575,1,0
2026-04-23 07:15:00,1.16976,1.16997,1.16975,1.16982,423,1,0
2026-04-23 07:30:00,1.16982,1.16996,1.16981,1.16994,429,1,0
2026-04-23 07:45:00,1.16994,1.17007,1.1699,1.17002,405,1,0
2026-04-23 08:00:00,1.17001,1.17025,1.16996,1.17015,498,1,0
2026-04-23 08:15:00,1.17016,1.17032,1.17015,1.17023,290,1,0
2026-04-23 08:30:00,1.17023,1.17037,1.17008,1.1702,422,1,0
2026-04-23 08:45:00,1.17019,1.1707,1.17019,1.1707,487,1,0
2026-04-23 09:00:00,1.17069,1.1708,1.17039,1.17043,777,1,0
2026-04-23 09:15:00,1.17043,1.17061,1.17018,1.17046,703,1,0
2026-04-23 09:30:00,1.17042,1.17079,1.17041,1.17075,710,1,0
2026-04-23 09:45:00,1.17075,1.1709100000000001,1.17028,1.17036,747,1,0
2026-04-23 10:00:00,1.17036,1.17121,1.17003,1.17036,1194,1,0
2026-04-23 10:15:00,1.1701,1.17073,1.17002,1.17026,1030,1,0
2026-04-23 10:30:00,1.17021,1.17021,1.16952,1.16978,1172,1,0
2026-04-23 10:45:00,1.16977,1.17036,1.16977,1.17023,1119,1,0
